"time","pr","mrso","mrros","evspsbl"
"2032-10",40.3885095163787,1063.24349584335,4.02244912765381,100.485295336694
"2032-11",5.34171280915512,970.066245054587,0.0975490419902619,59.5083060405159
"2032-12",31.1054507675181,926.092589549529,0.489953273256123,48.4319226692605
"2033-01",1.48615942268862,891.706892747145,0.0202107158628895,36.8143734347541
"2033-02",0.108449201577668,857.156587258363,0.00184241953816465,27.9033218423137
"2033-03",0.475848332513276,828.106378017328,0.0117759378051884,26.6052466467954
"2033-04",4.87038710456034,800.947149814703,0.0403359854919982,29.0969934663735
"2033-05",10.291794082741,774.054624117338,0.132775951638947,36.5042829886079
"2033-06",225.069702282781,785.199509058243,31.0377992864407,47.2139922327187
"2033-07",301.315882714698,964.689241849459,46.439485818085,112.435745613766
"2033-08",316.024523042142,1077.7419918745,60.5784985382343,109.207644252456
"2033-09",273.991737441975,1156.62014535757,51.3892200486645,90.869055580697
"2033-10",71.2019059195882,1109.78414682242,6.22603879271712,97.4046789837303
"2033-11",64.4129623256958,1025.13119428586,2.40065985174344,67.7493636598228
"2033-12",22.0824731884932,1003.22966433794,0.438412519875223,62.2667601208377
"2034-01",19.9816488549004,958.685678335337,0.357435695377717,56.165457321913
"2034-02",15.5056407658776,911.80654672476,0.226232110476505,53.6542695881508
"2034-03",4.43842730571191,868.196292192508,0.0527558868120068,47.1064668607141
"2034-04",7.34320090593883,827.288768279247,0.0601198796542891,40.5612153816037
"2034-05",3.07729720195482,794.094092735877,0.0218479256049752,30.0321610575338
"2034-06",56.1379479206153,770.761926895533,0.968802366851553,52.0539255390759
"2034-07",334.921938175103,863.349676670172,37.1829351206543,104.71304886014
"2034-08",278.705847452511,1035.61448943309,47.7310927278897,101.7670930858
"2034-09",140.435199110652,1080.08697353265,18.0061788893139,113.801285883528
"2034-10",42.1816215814033,1011.75405492538,1.44874286696414,98.4489841503091
"2034-11",33.0563072682708,936.432282276643,0.638225054540971,51.9210729762563
"2034-12",47.4313509697822,948.81876158103,1.34477620494741,62.8059540104005
"2035-01",0.956031925498113,892.765834710537,0.0119988779442304,44.2702432301303
"2035-02",1.42291959719691,851.976675180288,0.0142792213585571,38.7235323352797
"2035-03",1.90170801281564,815.869182880108,0.0217873321652287,34.8787141192588
"2035-04",2.60776991188294,783.693299904848,0.0221863474739651,31.1984994377781
"2035-05",0.775996184611558,756.702508388422,0.0126546395218754,25.1065976373866
"2035-06",109.850502724294,744.246060102414,7.28758955084721,38.3817357818771
"2035-07",328.283657570137,863.618437938201,41.6430553674358,112.690037691209
"2035-08",419.872909295373,1101.48873666617,74.5567196029767,86.4527035781066
"2035-09",185.985193445231,1138.11477582883,42.361307002116,115.725862424006
"2035-10",41.6880532679897,1042.10470659305,5.23008691290163,86.3011976529379
"2035-11",54.5814672908818,977.231784918369,1.59062007184091,60.9876015514601
"2035-12",30.1823073389642,949.801026955629,0.77452124591778,56.8928262408008
